coding	meaning	node_id	parent_id	selectable
K678	K67.8 Other disorders of peritoneum in infectious diseases classified elsewhere	51500	51450	Y
K70	K70 Alcoholic liver disease	51510	1400	N
K700	K70.0 Alcoholic fatty liver	51520	51510	Y
K701	K70.1 Alcoholic hepatitis	51530	51510	Y
K702	K70.2 Alcoholic fibrosis and sclerosis of liver	51540	51510	Y
K703	K70.3 Alcoholic cirrhosis of liver	51550	51510	Y
K704	K70.4 Alcoholic hepatic failure	51560	51510	Y
K709	K70.9 Alcoholic liver disease, unspecified	51570	51510	Y
K71	K71 Toxic liver disease	51580	1400	N
K710	K71.0 Toxic liver disease with cholestasis	51590	51580	Y
K711	K71.1 Toxic liver disease with hepatic necrosis	51600	51580	Y
K712	K71.2 Toxic liver disease with acute hepatitis	51610	51580	Y
K713	K71.3 Toxic liver disease with chronic persistent hepatitis	51620	51580	Y
K714	K71.4 Toxic liver disease with chronic lobular hepatitis	51630	51580	Y
K715	K71.5 Toxic liver disease with chronic active hepatitis	51640	51580	Y
K716	K71.6 Toxic liver disease with hepatitis, not elsewhere classified	51650	51580	Y
K717	K71.7 Toxic liver disease with fibrosis and cirrhosis of liver	51660	51580	Y
K718	K71.8 Toxic liver disease with other disorders of liver	51670	51580	Y
K719	K71.9 Toxic liver disease, unspecified	51680	51580	Y
K72	K72 Hepatic failure, not elsewhere classified	51690	1400	N
K720	K72.0 Acute and subacute hepatic failure	51700	51690	Y
K721	K72.1 Chronic hepatic failure	51710	51690	Y
K729	K72.9 Hepatic failure, unspecified	51720	51690	Y
K73	K73 Chronic hepatitis, not elsewhere classified	51730	1400	N
K730	K73.0 Chronic persistent hepatitis, not elsewhere classified	51740	51730	Y
K731	K73.1 Chronic lobular hepatitis, not elsewhere classified	51750	51730	Y
K732	K73.2 Chronic active hepatitis, not elsewhere classified	51760	51730	Y
K738	K73.8 Other chronic hepatitis, not elsewhere classified	51770	51730	Y
K739	K73.9 Chronic hepatitis, unspecified	51780	51730	Y
K74	K74 Fibrosis and cirrhosis of liver	51790	1400	N
K740	K74.0 Hepatic fibrosis	51800	51790	Y
K741	K74.1 Hepatic sclerosis	51810	51790	Y
K742	K74.2 Hepatic fibrosis with hepatic sclerosis	51820	51790	Y
K743	K74.3 Primary biliary cirrhosis	51830	51790	Y
K744	K74.4 Secondary biliary cirrhosis	51840	51790	Y
K745	K74.5 Biliary cirrhosis, unspecified	51850	51790	Y
K746	K74.6 Other and unspecified cirrhosis of liver	51860	51790	Y
K75	K75 Other inflammatory liver diseases	51870	1400	N
K750	K75.0 Abscess of liver	51880	51870	Y
K751	K75.1 Phlebitis of portal vein	51890	51870	Y
K752	K75.2 Nonspecific reactive hepatitis	51900	51870	Y
K753	K75.3 Granulomatous hepatitis, not elsewhere classified	51910	51870	Y
K754	K75.4 Autoimmune hepatitis	51920	51870	Y
K758	K75.8 Other specified inflammatory liver diseases	51930	51870	Y
K759	K75.9 Inflammatory liver disease, unspecified	51940	51870	Y
K76	K76 Other diseases of liver	51950	1400	N
K760	K76.0 Fatty (change of) liver, not elsewhere classified	51960	51950	Y
K761	K76.1 Chronic passive congestion of liver	51970	51950	Y
K762	K76.2 Central haemorrhagic necrosis of liver	51980	51950	Y
K763	K76.3 Infarction of liver	51990	51950	Y
K764	K76.4 Peliosis hepatis	52000	51950	Y
K765	K76.5 Hepatic veno-occlusive disease	52010	51950	Y
K766	K76.6 Portal hypertension	52020	51950	Y
K767	K76.7 Hepatorenal syndrome	52030	51950	Y
K768	K76.8 Other specified diseases of liver	52040	51950	Y
K769	K76.9 Liver disease, unspecified	52050	51950	Y
K77	K77 Liver disorders in diseases classified elsewhere	52060	1400	N
K770	K77.0 Liver disorders in infectious and parasitic diseases classified elsewhere	52070	52060	Y
K778	K77.8 Liver disorders in other diseases classified elsewhere	52080	52060	Y
K80	K80 Cholelithiasis	52090	1410	N
K800	K80.0 Calculus of gallbladder with acute cholecystitis	52100	52090	Y
K801	K80.1 Calculus of gallbladder with other cholecystitis	52110	52090	Y
K802	K80.2 Calculus of gallbladder without cholecystitis	52120	52090	Y
K803	K80.3 Calculus of bile duct with cholangitis	52130	52090	N
K8036	K80.36 Calculus of bile duct with acute and chronic cholangitis without obstruction	52140	52130	Y
K804	K80.4 Calculus of bile duct with cholecystitis	52150	52090	Y
K805	K80.5 Calculus of bile duct without cholangitis or cholecystitis	52160	52090	Y
K808	K80.8 Other cholelithiasis	52170	52090	Y
K81	K81 Cholecystitis	52180	1410	N
K810	K81.0 Acute cholecystitis	52190	52180	Y
K811	K81.1 Chronic cholecystitis	52200	52180	Y
K818	K81.8 Other cholecystitis	52210	52180	Y
K819	K81.9 Cholecystitis, unspecified	52220	52180	Y
K82	K82 Other diseases of gallbladder	52230	1410	N
K820	K82.0 Obstruction of gallbladder	52240	52230	Y
K821	K82.1 Hydrops of gallbladder	52250	52230	Y
K822	K82.2 Perforation of gallbladder	52260	52230	Y
K823	K82.3 Fistula of gallbladder	52270	52230	Y
K824	K82.4 Cholesterolosis of gallbladder	52280	52230	Y
K828	K82.8 Other specified diseases of gallbladder	52290	52230	Y
K829	K82.9 Disease of gallbladder, unspecified	52300	52230	Y
K83	K83 Other diseases of biliary tract	52310	1410	N
K830	K83.0 Cholangitis	52320	52310	Y
K831	K83.1 Obstruction of bile duct	52330	52310	Y
K832	K83.2 Perforation of bile duct	52340	52310	Y
K833	K83.3 Fistula of bile duct	52350	52310	Y
K834	K83.4 Spasm of sphincter of Oddi	52360	52310	Y
K835	K83.5 Biliary cyst	52370	52310	Y
K838	K83.8 Other specified diseases of biliary tract	52380	52310	Y
K839	K83.9 Disease of biliary tract, unspecified	52390	52310	Y
K85	K85 Acute pancreatitis	52400	1410	N
K850	K85.0 Idiopathic acute pancreatitis	52410	52400	Y
K851	K85.1 Biliary acute pancreatitis	52420	52400	Y
K852	K85.2 Alcohol-induced acute pancreatitis	52430	52400	Y
K853	K85.3 Drug-induced acute pancreatitis	52440	52400	Y
K858	K85.8 Other acute pancreatitis	52450	52400	Y
K859	K85.9 Acute pancreatitis, unspecified	52460	52400	Y
K86	K86 Other diseases of pancreas	52470	1410	N
K860	K86.0 Alcohol-induced chronic pancreatitis	52480	52470	Y
K861	K86.1 Other chronic pancreatitis	52490	52470	Y
K862	K86.2 Cyst of pancreas	52500	52470	Y
K863	K86.3 Pseudocyst of pancreas	52510	52470	Y
K868	K86.8 Other specified diseases of pancreas	52520	52470	Y
K869	K86.9 Disease of pancreas, unspecified	52530	52470	Y
K87	K87 Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere	52540	1410	N
K870	K87.0 Disorders of gallbladder and biliary tract in diseases classified elsewhere	52550	52540	Y
K871	K87.1 Disorders of pancreas in diseases classified elsewhere	52560	52540	Y
K90	K90 Intestinal malabsorption	52570	1420	N
K900	K90.0 Coeliac disease	52580	52570	Y
K901	K90.1 Tropical sprue	52590	52570	Y
K902	K90.2 Blind loop syndrome, not elsewhere classified	52600	52570	Y
K903	K90.3 Pancreatic steatorrhoea	52610	52570	Y
K904	K90.4 Malabsorption due to intolerance, not elsewhere classified	52620	52570	Y
K908	K90.8 Other intestinal malabsorption	52630	52570	Y
K909	K90.9 Intestinal malabsorption, unspecified	52640	52570	Y
K91	K91 Postprocedural disorders of digestive system, not elsewhere classified	52650	1420	N
K910	K91.0 Vomiting following gastro-intestinal surgery	52660	52650	Y
K911	K91.1 Postgastric surgery syndromes	52670	52650	Y
K912	K91.2 Postsurgical malabsorption, not elsewhere classified	52680	52650	Y
K913	K91.3 Postoperative intestinal obstruction	52690	52650	Y
K914	K91.4 Colostomy and enterostomy malfunction	52700	52650	Y
K915	K91.5 Postcholecystectomy syndrome	52710	52650	Y
K918	K91.8 Other postprocedural disorders of digestive system, not elsewhere classified	52720	52650	Y
K919	K91.9 Postprocedural disorder of digestive system, unspecified	52730	52650	Y
K92	K92 Other diseases of digestive system	52740	1420	N
K920	K92.0 Haematemesis	52750	52740	Y
K921	K92.1 Melaena	52760	52740	Y
K922	K92.2 Gastro-intestinal haemorrhage, unspecified	52770	52740	Y
K928	K92.8 Other specified diseases of digestive system	52780	52740	Y
K929	K92.9 Disease of digestive system, unspecified	52790	52740	Y
K93	K93 Disorders of other digestive organs in diseases classified elsewhere	52800	1420	N
K930	K93.0 Tuberculous disorders of intestines, peritoneum and mesenteric glands	52810	52800	Y
K931	K93.1 Megacolon in Chagas' disease	52820	52800	Y
K938	K93.8 Disorders of other specified digestive organs in diseases classified elsewhere	52830	52800	Y
L00	L00 Staphylococcal scalded skin syndrome	52840	1430	Y
L01	L01 Impetigo	52850	1430	N
L010	L01.0 Impetigo [any organism] [any site]	52860	52850	Y
L011	L01.1 Impetiginisation of other dermatoses	52870	52850	Y
L02	L02 Cutaneous abscess, furuncle and carbuncle	52880	1430	N
L020	L02.0 Cutaneous abscess, furuncle and carbuncle of face	52890	52880	Y
L021	L02.1 Cutaneous abscess, furuncle and carbuncle of neck	52900	52880	Y
L022	L02.2 Cutaneous abscess, furuncle and carbuncle of trunk	52910	52880	Y
L023	L02.3 Cutaneous abscess, furuncle and carbuncle of buttock	52920	52880	Y
L024	L02.4 Cutaneous abscess, furuncle and carbuncle of limb	52930	52880	Y
L028	L02.8 Cutaneous abscess, furuncle and carbuncle of other sites	52940	52880	Y
L029	L02.9 Cutaneous abscess, furuncle and carbuncle, unspecified	52950	52880	Y
L03	L03 Cellulitis	52960	1430	N
L030	L03.0 Cellulitis of finger and toe	52970	52960	Y
L031	L03.1 Cellulitis of other parts of limb	52980	52960	Y
L032	L03.2 Cellulitis of face	52990	52960	Y
L033	L03.3 Cellulitis of trunk	53000	52960	Y
L038	L03.8 Cellulitis of other sites	53010	52960	Y
L039	L03.9 Cellulitis, unspecified	53020	52960	Y
L04	L04 Acute lymphadenitis	53030	1430	N
L040	L04.0 Acute lymphadenitis of face, head and neck	53040	53030	Y
L041	L04.1 Acute lymphadenitis of trunk	53050	53030	Y
L042	L04.2 Acute lymphadenitis of upper limb	53060	53030	Y
L043	L04.3 Acute lymphadenitis of lower limb	53070	53030	Y
L048	L04.8 Acute lymphadenitis of other sites	53080	53030	Y
L049	L04.9 Acute lymphadenitis, unspecified	53090	53030	Y
L05	L05 Pilonidal cyst	53100	1430	N
L050	L05.0 Pilonidal cyst with abscess	53110	53100	Y
L059	L05.9 Pilonidal cyst without abscess	53120	53100	Y
L08	L08 Other local infections of skin and subcutaneous tissue	53130	1430	N
L080	L08.0 Pyoderma	53140	53130	Y
L081	L08.1 Erythrasma	53150	53130	Y
L088	L08.8 Other specified local infections of skin and subcutaneous tissue	53160	53130	Y
L089	L08.9 Local infection of skin and subcutaneous tissue, unspecified	53170	53130	Y
L10	L10 Pemphigus	53180	1440	N
L100	L10.0 Pemphigus vulgaris	53190	53180	Y
L101	L10.1 Pemphigus vegetans	53200	53180	Y
L102	L10.2 Pemphigus foliaceus	53210	53180	Y
L103	L10.3 Brazilian pemphigus [fogo selvagem]	53220	53180	Y
L104	L10.4 Pemphigus erythematosus	53230	53180	Y
L105	L10.5 Drug-induced pemphigus	53240	53180	Y
L108	L10.8 Other pemphigus	53250	53180	Y
L109	L10.9 Pemphigus, unspecified	53260	53180	Y
L11	L11 Other acantholytic disorders	53270	1440	N
L110	L11.0 Acquired keratosis follicularis	53280	53270	Y
L111	L11.1 Transient acantholytic dermatosis [Grover]	53290	53270	Y
L118	L11.8 Other specified acantholytic disorders	53300	53270	Y
L119	L11.9 Acantholytic disorder, unspecified	53310	53270	Y
L12	L12 Pemphigoid	53320	1440	N
L120	L12.0 Bullous pemphigoid	53330	53320	Y
L121	L12.1 Cicatricial pemphigoid	53340	53320	Y
L122	L12.2 Chronic bullous disease of childhood	53350	53320	Y
L123	L12.3 Acquired epidermolysis bullosa	53360	53320	Y
L128	L12.8 Other pemphigoid	53370	53320	Y
L129	L12.9 Pemphigoid, unspecified	53380	53320	Y
L13	L13 Other bullous disorders	53390	1440	N
L130	L13.0 Dermatitis herpetiformis	53400	53390	Y
L131	L13.1 Subcorneal pustular dermatitis	53410	53390	Y
L138	L13.8 Other specified bullous disorders	53420	53390	Y
L139	L13.9 Bullous disorder, unspecified	53430	53390	Y
L14	L14 Bullous disorders in diseases classified elsewhere	53440	1440	Y
L20	L20 Atopic dermatitis	53450	1450	N
L200	L20.0 Besnier's prurigo	53460	53450	Y
L208	L20.8 Other atopic dermatitis	53470	53450	Y
L209	L20.9 Atopic dermatitis, unspecified	53480	53450	Y
L21	L21 Seborrhoeic dermatitis	53490	1450	N
L210	L21.0 Seborrhoea capitis	53500	53490	Y
L211	L21.1 Seborrhoeic infantile dermatitis	53510	53490	Y
L218	L21.8 Other seborrhoeic dermatitis	53520	53490	Y
L219	L21.9 Seborrhoeic dermatitis, unspecified	53530	53490	Y
L22	L22 Diaper [napkin] dermatitis	53540	1450	Y
L23	L23 Allergic contact dermatitis	53550	1450	N
L230	L23.0 Allergic contact dermatitis due to metals	53560	53550	Y
L231	L23.1 Allergic contact dermatitis due to adhesives	53570	53550	Y
L232	L23.2 Allergic contact dermatitis due to cosmetics	53580	53550	Y
L233	L23.3 Allergic contact dermatitis due to drugs in contact with the skin	53590	53550	Y
L234	L23.4 Allergic contact dermatitis due to dyes	53600	53550	Y
L235	L23.5 Allergic contact dermatitis due to other chemical products	53610	53550	Y
L236	L23.6 Allergic contact dermatitis due to food in contact with the skin	53620	53550	Y
L237	L23.7 Allergic contact dermatitis due to plants, except food	53630	53550	Y
L238	L23.8 Allergic contact dermatitis due to other agents	53640	53550	Y
L239	L23.9 Allergic contact dermatitis, unspecified cause	53650	53550	Y
L24	L24 Irritant contact dermatitis	53660	1450	N
L240	L24.0 Irritant contact dermatitis due to detergents	53670	53660	Y
L241	L24.1 Irritant contact dermatitis due to oils and greases	53680	53660	Y
L242	L24.2 Irritant contact dermatitis due to solvents	53690	53660	Y
L243	L24.3 Irritant contact dermatitis due to cosmetics	53700	53660	Y
L244	L24.4 Irritant contact dermatitis due to drugs in contact with the skin	53710	53660	Y
L245	L24.5 Irritant contact dermatitis due to other chemical products	53720	53660	Y
L246	L24.6 Irritant contact dermatitis due to food in contact with the skin	53730	53660	Y
L247	L24.7 Irritant contact dermatitis due to plants, except food	53740	53660	Y
L248	L24.8 Irritant contact dermatitis due to other agents	53750	53660	Y
L249	L24.9 Irritant contact dermatitis, unspecified cause	53760	53660	Y
L25	L25 Unspecified contact dermatitis	53770	1450	N
L250	L25.0 Unspecified contact dermatitis due to cosmetics	53780	53770	Y
L251	L25.1 Unspecified contact dermatitis due to drugs in contact with the skin	53790	53770	Y
L252	L25.2 Unspecified contact dermatitis due to dyes	53800	53770	Y
L253	L25.3 Unspecified contact dermatitis due to other chemical products	53810	53770	Y
L254	L25.4 Unspecified contact dermatitis due to food in contact with the skin	53820	53770	Y
L255	L25.5 Unspecified contact dermatitis due to plants, except food	53830	53770	Y
L258	L25.8 Unspecified contact dermatitis due to other agents	53840	53770	Y
L259	L25.9 Unspecified contact dermatitis, unspecified cause	53850	53770	Y
L26	L26 Exfoliative dermatitis	53860	1450	Y
L27	L27 Dermatitis due to substances taken internally	53870	1450	N
L270	L27.0 Generalised skin eruption due to drugs and medicaments	53880	53870	Y
L271	L27.1 Localised skin eruption due to drugs and medicaments	53890	53870	Y
L272	L27.2 Dermatitis due to ingested food	53900	53870	Y
L278	L27.8 Dermatitis due to other substances taken internally	53910	53870	Y
L279	L27.9 Dermatitis due to unspecified substance taken internally	53920	53870	Y
L28	L28 Lichen simplex chronicus and prurigo	53930	1450	N
L280	L28.0 Lichen simplex chronicus	53940	53930	Y
L281	L28.1 Prurigo nodularis	53950	53930	Y
L282	L28.2 Other prurigo	53960	53930	Y
L29	L29 Pruritus	53970	1450	N
L290	L29.0 Pruritus ani	53980	53970	Y
L291	L29.1 Pruritus scroti	53990	53970	Y
L292	L29.2 Pruritus vulvae	54000	53970	Y
L293	L29.3 Anogenital pruritus, unspecified	54010	53970	Y
L298	L29.8 Other pruritus	54020	53970	Y
L299	L29.9 Pruritus, unspecified	54030	53970	Y
L30	L30 Other dermatitis	54040	1450	N
L300	L30.0 Nummular dermatitis	54050	54040	Y
L301	L30.1 Dyshidrosis [pompholyx]	54060	54040	Y
L302	L30.2 Cutaneous autosensitisation	54070	54040	Y
L303	L30.3 Infective dermatitis	54080	54040	Y
L304	L30.4 Erythema intertrigo	54090	54040	Y
L305	L30.5 Pityriasis alba	54100	54040	Y
L308	L30.8 Other specified dermatitis	54110	54040	Y
L309	L30.9 Dermatitis, unspecified	54120	54040	Y
L40	L40 Psoriasis	54130	1460	N
L400	L40.0 Psoriasis vulgaris	54140	54130	Y
L401	L40.1 Generalised pustular psoriasis	54150	54130	Y
L402	L40.2 Acrodermatitis continua	54160	54130	Y
L403	L40.3 Pustulosis palmaris et plantaris	54170	54130	Y
L404	L40.4 Guttate psoriasis	54180	54130	Y
L405	L40.5 Arthropathic psoriasis	54190	54130	Y
L408	L40.8 Other psoriasis	54200	54130	Y
L409	L40.9 Psoriasis, unspecified	54210	54130	Y
L41	L41 Parapsoriasis	54220	1460	N
L410	L41.0 Pityriasis lichenoides et varioliformis acuta	54230	54220	Y
L411	L41.1 Pityriasis lichenoides chronica	54240	54220	Y
L412	L41.2 Lymphomatoid papulosis	54250	54220	Y
L413	L41.3 Small plaque parapsoriasis	54260	54220	Y
L414	L41.4 Large plaque parapsoriasis	54270	54220	Y
L415	L41.5 Retiform parapsoriasis	54280	54220	Y
L418	L41.8 Other parapsoriasis	54290	54220	Y
L419	L41.9 Parapsoriasis, unspecified	54300	54220	Y
L42	L42 Pityriasis rosea	54310	1460	Y
L43	L43 Lichen planus	54320	1460	N
L430	L43.0 Hypertrophic lichen planus	54330	54320	Y
L431	L43.1 Bullous lichen planus	54340	54320	Y
L432	L43.2 Lichenoid drug reaction	54350	54320	Y
L433	L43.3 Subacute (active) lichen planus	54360	54320	Y
L438	L43.8 Other lichen planus	54370	54320	Y
L439	L43.9 Lichen planus, unspecified	54380	54320	Y
L44	L44 Other papulosquamous disorders	54390	1460	N
L440	L44.0 Pityriasis rubra pilaris	54400	54390	Y
L441	L44.1 Lichen nitidus	54410	54390	Y
L442	L44.2 Lichen striatus	54420	54390	Y
L443	L44.3 Lichen ruber moniliformis	54430	54390	Y
L444	L44.4 Infantile papular acrodermatitis [Giannotti-Crosti]	54440	54390	Y
L448	L44.8 Other specified papulosquamous disorders	54450	54390	Y
L449	L44.9 Papulosquamous disorder, unspecified	54460	54390	Y
L45	L45 Papulosquamous disorders in diseases classified elsewhere	54470	1460	Y
L50	L50 Urticaria	54480	1470	N
L500	L50.0 Allergic urticaria	54490	54480	Y
L501	L50.1 Idiopathic urticaria	54500	54480	Y
L502	L50.2 Urticaria due to cold and heat	54510	54480	Y
L503	L50.3 Dermatographic urticaria	54520	54480	Y
L504	L50.4 Vibratory urticaria	54530	54480	Y
L505	L50.5 Cholinergic urticaria	54540	54480	Y
L506	L50.6 Contact urticaria	54550	54480	Y
L508	L50.8 Other urticaria	54560	54480	Y
L509	L50.9 Urticaria, unspecified	54570	54480	Y
L51	L51 Erythema multiforme	54580	1470	N
L510	L51.0 Nonbullous erythema multiforme	54590	54580	Y
L511	L51.1 Bullous erythema multiforme	54600	54580	Y
L512	L51.2 Toxic epidermal necrolysis [Lyell]	54610	54580	Y
L518	L51.8 Other erythema multiforme	54620	54580	Y
L519	L51.9 Erythema multiforme, unspecified	54630	54580	Y
L52	L52 Erythema nodosum	54640	1470	Y
L53	L53 Other erythematous conditions	54650	1470	N
L530	L53.0 Toxic erythema	54660	54650	Y
L531	L53.1 Erythema annulare centrifugum	54670	54650	Y
L532	L53.2 Erythema marginatum	54680	54650	Y
L533	L53.3 Other chronic figurate erythema	54690	54650	Y
L538	L53.8 Other specified erythematous conditions	54700	54650	Y
L539	L53.9 Erythematous condition, unspecified	54710	54650	Y
L54	L54 Erythema in diseases classified elsewhere	54720	1470	N
L540	L54.0 Erythema marginatum in acute rheumatic fever	54730	54720	Y
L548	L54.8 Erythema in other diseases classified elsewhere	54740	54720	Y
L55	L55 Sunburn	54750	1480	N
L550	L55.0 Sunburn of first degree	54760	54750	Y
L551	L55.1 Sunburn of second degree	54770	54750	Y
L552	L55.2 Sunburn of third degree	54780	54750	Y
L558	L55.8 Other sunburn	54790	54750	Y
L559	L55.9 Sunburn, unspecified	54800	54750	Y
L56	L56 Other acute skin changes due to ultraviolet radiation	54810	1480	N
L560	L56.0 Drug phototoxic response	54820	54810	Y
L561	L56.1 Drug photoallergic response	54830	54810	Y
L562	L56.2 Photocontact dermatitis [berloque dermatitis]	54840	54810	Y
L563	L56.3 Solar urticaria	54850	54810	Y
L564	L56.4 Polymorphous light eruption	54860	54810	Y
L568	L56.8 Other specified acute skin changes due to ultraviolet radiation	54870	54810	Y
L569	L56.9 Acute skin change due to ultraviolet radiation, unspecified	54880	54810	Y
L57	L57 Skin changes due to chronic exposure to nonionising radiation	54890	1480	N
L570	L57.0 Actinic keratosis	54900	54890	Y
L571	L57.1 Actinic reticuloid	54910	54890	Y
L572	L57.2 Cutis rhomboidalis nuchae	54920	54890	Y
L573	L57.3 Poikiloderma of Civatte	54930	54890	Y
L574	L57.4 Cutis laxa senilis	54940	54890	Y
L575	L57.5 Actinic granuloma	54950	54890	Y
L578	L57.8 Other skin changes due to chronic exposure to nonionising radiation	54960	54890	Y
L579	L57.9 Skin changes due to chronic exposure to nonionising radiation, unspecified	54970	54890	Y
L58	L58 Radiodermatitis	54980	1480	N
L580	L58.0 Acute radiodermatitis	54990	54980	Y
L581	L58.1 Chronic radiodermatitis	55000	54980	Y
L589	L58.9 Radiodermatitis, unspecified	55010	54980	Y
L59	L59 Other disorders of skin and subcutaneous tissue related to radiation	55020	1480	N
L590	L59.0 Erythema ab igne [dermatitis ab igne]	55030	55020	Y
L598	L59.8 Other specified disorders of skin and subcutaneous tissue related to radiation	55040	55020	Y
L599	L59.9 Disorder of skin and subcutaneous tissue related to radiation, unspecified	55050	55020	Y
L60	L60 Nail disorders	55060	1490	N
L600	L60.0 Ingrowing nail	55070	55060	Y
L601	L60.1 Onycholysis	55080	55060	Y
L602	L60.2 Onychogryphosis	55090	55060	Y
L603	L60.3 Nail dystrophy	55100	55060	Y
L604	L60.4 Beau's lines	55110	55060	Y
L605	L60.5 Yellow nail syndrome	55120	55060	Y
L608	L60.8 Other nail disorders	55130	55060	Y
L609	L60.9 Nail disorder, unspecified	55140	55060	Y
L62	L62 Nail disorders in diseases classified elsewhere	55150	1490	N
L620	L62.0 Clubbed nail pachydermoperiostosis	55160	55150	Y
L628	L62.8 Nail disorders in other diseases classified elsewhere	55170	55150	Y
L63	L63 Alopecia areata	55180	1490	N
L630	L63.0 Alopecia (capitis) totalis	55190	55180	Y
L631	L63.1 Alopecia universalis	55200	55180	Y
L632	L63.2 Ophiasis	55210	55180	Y
L638	L63.8 Other alopecia areata	55220	55180	Y
L639	L63.9 Alopecia areata, unspecified	55230	55180	Y
L64	L64 Androgenic alopecia	55240	1490	N
L640	L64.0 Drug-induced androgenic alopecia	55250	55240	Y
L648	L64.8 Other androgenic alopecia	55260	55240	Y
L649	L64.9 Androgenic alopecia, unspecified	55270	55240	Y
L65	L65 Other nonscarring hair loss	55280	1490	N
L650	L65.0 Telogen effluvium	55290	55280	Y
L651	L65.1 Anagen effluvium	55300	55280	Y
L652	L65.2 Alopecia mucinosa	55310	55280	Y
L658	L65.8 Other specified nonscarring hair loss	55320	55280	Y
L659	L65.9 Nonscarring hair loss, unspecified	55330	55280	Y
L66	L66 Cicatricial alopecia [scarring hair loss]	55340	1490	N
L660	L66.0 Pseudopelade	55350	55340	Y
L661	L66.1 Lichen planopilaris	55360	55340	Y
L662	L66.2 Folliculitis decalvans	55370	55340	Y
L663	L66.3 Perifolliculitis capitis abscedens	55380	55340	Y
L664	L66.4 Folliculitis ulerythematosa reticulata	55390	55340	Y
L668	L66.8 Other cicatricial alopecia	55400	55340	Y
L669	L66.9 Cicatricial alopecia, unspecified	55410	55340	Y
L67	L67 Hair colour and hair shaft abnormalities	55420	1490	N
L670	L67.0 Trichorrhexis nodosa	55430	55420	Y
L671	L67.1 Variations in hair colour	55440	55420	Y
L678	L67.8 Other hair colour and hair shaft abnormalities	55450	55420	Y
L679	L67.9 Hair colour and hair shaft abnormality, unspecified	55460	55420	Y
L68	L68 Hypertrichosis	55470	1490	N
L680	L68.0 Hirsutism	55480	55470	Y
L681	L68.1 Acquired hypertrichosis lanuginosa	55490	55470	Y
L682	L68.2 Localised hypertrichosis	55500	55470	Y
L683	L68.3 Polytrichia	55510	55470	Y
L688	L68.8 Other hypertrichosis	55520	55470	Y
L689	L68.9 Hypertrichosis, unspecified	55530	55470	Y
L70	L70 Acne	55540	1490	N
L700	L70.0 Acne vulgaris	55550	55540	Y
L701	L70.1 Acne conglobata	55560	55540	Y
L702	L70.2 Acne varioliformis	55570	55540	Y
L703	L70.3 Acne tropica	55580	55540	Y
L704	L70.4 Infantile acne	55590	55540	Y
L705	L70.5 Acne excoriee des jeunes filles	55600	55540	Y
L708	L70.8 Other acne	55610	55540	Y
L709	L70.9 Acne, unspecified	55620	55540	Y
L71	L71 Rosacea	55630	1490	N
L710	L71.0 Perioral dermatitis	55640	55630	Y
L711	L71.1 Rhinophyma	55650	55630	Y
L718	L71.8 Other rosacea	55660	55630	Y
L719	L71.9 Rosacea, unspecified	55670	55630	Y
L72	L72 Follicular cysts of skin and subcutaneous tissue	55680	1490	N
L720	L72.0 Epidermal cyst	55690	55680	Y
L721	L72.1 Trichilemmal cyst	55700	55680	Y
L722	L72.2 Steatocystoma multiplex	55710	55680	Y
L728	L72.8 Other follicular cysts of skin and subcutaneous tissue	55720	55680	Y
L729	L72.9 Follicular cyst of skin and subcutaneous tissue, unspecified	55730	55680	Y
L73	L73 Other follicular disorders	55740	1490	N
L730	L73.0 Acne keloid	55750	55740	Y
L731	L73.1 Pseudofolliculitis barbae	55760	55740	Y
L732	L73.2 Hidradenitis suppurativa	55770	55740	Y
L738	L73.8 Other specified follicular disorders	55780	55740	Y
L739	L73.9 Follicular disorder, unspecified	55790	55740	Y
L74	L74 Eccrine sweat disorders	55800	1490	N
L740	L74.0 Miliaria rubra	55810	55800	Y
L741	L74.1 Miliaria crystallina	55820	55800	Y
L742	L74.2 Miliaria profunda	55830	55800	Y
L743	L74.3 Miliaria, unspecified	55840	55800	Y
L744	L74.4 Anhidrosis	55850	55800	Y
L748	L74.8 Other eccrine sweat disorders	55860	55800	Y
L749	L74.9 Eccrine sweat disorder, unspecified	55870	55800	Y
L75	L75 Apocrine sweat disorders	55880	1490	N
L750	L75.0 Bromhidrosis	55890	55880	Y
L751	L75.1 Chromhidrosis	55900	55880	Y
L752	L75.2 Apocrine miliaria	55910	55880	Y
L758	L75.8 Other apocrine sweat disorders	55920	55880	Y
L759	L75.9 Apocrine sweat disorder, unspecified	55930	55880	Y
L80	L80 Vitiligo	55940	1500	Y
L81	L81 Other disorders of pigmentation	55950	1500	N
L810	L81.0 Postinflammatory hyperpigmentation	55960	55950	Y
L811	L81.1 Chloasma	55970	55950	Y
L812	L81.2 Freckles	55980	55950	Y
L813	L81.3 Cafe au lait spots	55990	55950	Y
L814	L81.4 Other melanin hyperpigmentation	56000	55950	Y
L815	L81.5 Leukoderma, not elsewhere classified	56010	55950	Y
L816	L81.6 Other disorders of diminished melanin formation	56020	55950	Y
L817	L81.7 Pigmented purpuric dermatosis	56030	55950	Y
L818	L81.8 Other specified disorders of pigmentation	56040	55950	Y
L819	L81.9 Disorder of pigmentation, unspecified	56050	55950	Y
L82	L82 Seborrhoeic keratosis	56060	1500	Y
L83	L83 Acanthosis nigricans	56070	1500	Y
L84	L84 Corns and callosities	56080	1500	Y
